tc_number;troncon_principal;km_segment;subdivision;mille;localisation;acces;juridiction;autorite_routiere;protection;trains_jour;vehicules_jour;voies_route;urbain;vmax_S1_kmh;vmax_S2_kmh;vmax_S3_kmh;bande_S1;bande_S2;bande_S3;intervention;dist_trace_m
45716;Ott-TO;160.49;Kingston - CN;157.01;-;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;172.8;217.6;259.5;154-177;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.7
142571;MTL-QC;36.3;St-Hyacinthe;43.12;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.7
142574;MTL-QC;36.3;St-Hyacinthe;43.52;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.7
45756;MTL-TO;335.83;Kingston - CN;210.01;-;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;211.6;266.5;317.9;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.7
45693;MTL-TO;199.55;Kingston - CN;122.78;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;239.2;301.1;359.2;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.7
52294;MTL-Ott;75.71;Alexandria - VIA;9.25;Farm Crossing;Private;F;Private Road Authority #1;Passive;14;-;-;N;251.0;316.1;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.7
52502;MTL-Ott;63.8;Alexandria - VIA;5.57;Farm;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.3;250.9;299.3;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.7
52303;MTL-Ott;79.55;Alexandria - VIA;10.62;Farm Crossing;Private;F;Private Road Authority #1;Passive;14;-;-;N;160.3;201.8;240.8;154-177;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.7
7970;MTL-TO;160.51;Kingston - CN;98.9;Brinston Road (C Rd 16);Public;F;Stormont Dundas&Glengarry (Ontario);Active - FLBG;40;958;2;N;238.4;300.2;358.1;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);0.7
251;MTL-Ott;160.68;Alexandria - VIA;68.94;Farmers Way;Public;F;Ottawa (ON);Active - FLBG;14;25;2;N;306.1;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);0.7
300162;Ott-TO;119.27;Kingston - CN;131.05;-;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;253.5;319.1;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.7
140654;MTL-QC;175.01;Drummondville;45.9;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;124.5;156.7;187.0;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.7
7935;MTL-TO;97.22;Kingston - CN;59.52;Summerstown Rd (Cnty 27);Public;F;Stormont Dundas&Glengarry (Ontario);Active - FLBG;40;673;2;Y;200.5;252.5;301.2;178-201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);0.7
14514;Ott-TO;23.4;Smiths Falls;9.88;Twin Elm Rd;Public;F;Ottawa (ON);Active - FLBG;12;400;2;N;198.7;250.2;298.5;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);0.7
142582;MTL-QC;36.3;St-Hyacinthe;45.12;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.8
51497;MTL-QC;149.55;Drummondville;67.76;Ferme;Private;F;Private Road Authority #1;Passive;27;2;1;N;232.1;292.2;348.6;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.8
50849;MTL-Ott;75.71;Alexandria - VIA;10.08;Farm Crossing;Private;F;Sainte-Justine-de-Newton (QC);Other;14;2;1;N;251.0;316.1;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.8
8170;MTL-TO;403.37;Kingston - CN;249.83;Ontario St (Cnty 31) (Col;Public;F;Northumberland (Ontario);Active - FLBG;40;550;2;N;301.8;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);0.8
52289;MTL-Ott;75.71;Alexandria - VIA;8.6;Farm Crossing;Private;F;Private Road Authority #1;Passive;14;-;-;N;251.0;316.1;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.8
140663;MTL-QC;170.87;Drummondville;53.25;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;127.2;160.2;191.1;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.8
8028;MTL-TO;259.23;Kingston - CN;160.22;Findlay Station Rd;Public;F;Kingston (ON);Active - FLBG;40;250;1;N;217.3;273.6;326.4;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);0.8
140713;MTL-QC;121.71;Drummondville;83.72;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;128.1;161.3;192.4;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.8
45763;Ott-TO;252.75;Kingston - CN;214.42;-;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;159.4;200.7;239.4;154-177;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.8
19658;Ott-TO;97.13;Brockville - VIA;19.79;Consession 7;Public;F;Elizabethtown-Kitley (ON);Active - FLBG;12;100;1;N;250.9;315.9;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);0.8
140618;MTL-QC;201.75;Drummondville;31.75;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;127.6;160.7;191.6;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.8
45652;MTL-TO;61.75;Kingston - CN;52.91;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;267.4;336.7;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.8
141139;MTL-TO;59.8;Kingston - CN;36.84;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;302.8;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.8
140624;MTL-QC;201.75;Drummondville;32.85;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;127.6;160.7;191.6;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.8
8089;Ott-TO;234.18;Kingston - CN;202.77;Olivers Side Rd;Public;F;Greater Napanee (ON);Active - FLBG;40;100;1;N;200.6;252.6;301.3;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);0.9
8001;Ott-TO;114.76;Kingston - CN;129.91;Hallecks Rd;Public;F;Elizabethtown-Kitley (ON);Active - FLBG;40;400;2;N;200.1;252.0;300.6;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);0.9
7939;MTL-TO;103.93;Kingston - CN;63.72;Purcell Rd;Public;F;South Glengarry (ON);Active - FLBG;40;199;2;N;161.3;203.1;242.2;154-177;>201;>201;standard (municipal, ≤2 voies, non urbain);0.9
45953;MTL-Ott;160.68;Alexandria - VIA;65.28;-;Private;F;Private Road Authority #1;Passive;14;2;1;N;306.1;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.9
45900;MTL-Ott;87.16;Alexandria - VIA;20.38;-;Private;F;Private Road Authority #1;Passive;14;2;1;N;127.3;160.2;191.1;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.9
51937;Ott-TO;10.04;Smiths Falls;2.77;Farm Crossing;Private;F;Private Road Authority #1;Passive;26;-;1;N;268.3;337.8;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.9
50843;MTL-Ott;75.71;Alexandria - VIA;8.75;Farm Crossing;Private;F;Private Road Authority #1;Passive;14;2;1;N;251.0;316.1;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.9
300154;MTL-TO;215.43;Kingston - CN;134.55;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;198.9;250.4;298.7;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.9
4835;MTL-QC;116.22;Drummondville;87.38;Chemin Du 10E Rang;Public;F;Notre-Dame-du-Bon-Conseil (QC);Active - FLBG;27;702;2;N;128.0;161.2;192.2;≤153;154-177;178-201;standard (municipal, ≤2 voies, non urbain);0.9
4813;MTL-QC;158.2;Drummondville;60.8;Chemin Des Jardins;Public;F;MTQ.;Active - FLBG;27;990;2;N;128.7;162.1;193.3;≤153;154-177;178-201;complexe (urbain / multi-voies / autorité provinciale);0.9
45670;MTL-TO;174.21;Kingston - CN;107.09;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;303.8;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.9
45750;Ott-TO;241.69;Kingston - CN;207.69;Farm Crossing;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;213.7;269.1;321.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.9
8071;Ott-TO;215.72;Kingston - CN;193.28;Townline Rd;Public;F;Greater Napanee (ON);Active - FLBG;40;20;2;N;228.0;287.0;342.4;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);0.9
45909;MTL-Ott;99.84;Alexandria - VIA;24.4;-;Private;F;Private Road Authority #1;Passive;14;2;1;N;127.4;160.4;191.3;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);0.9
45891;MTL-Ott;87.16;Alexandria - VIA;18.4;-;Private;F;Private Road Authority #1;Passive;14;2;1;N;127.3;160.2;191.1;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.0
50701;MTL-QC;20.19;St-Hyacinthe;58.65;Ferme;Private;F;Private Road Authority #1;Passive;55;2;1;N;200.4;252.3;300.9;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.0
778976;MTL-TO;61.08;Kingston - CN;37.08;Ferme;Private;F;Private Road Authority #1;Passive;-;-;-;N;208.2;262.1;312.6;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.0
140703;MTL-QC;132.42;Drummondville;77.95;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;202.2;254.6;303.7;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.0
51495;MTL-QC;149.93;Drummondville;67.49;Ferme;Private;F;Private Road Authority #1;Passive;27;10;2;N;101.5;127.8;152.5;≤153;≤153;≤153;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.0
140660;MTL-QC;175.01;Drummondville;51.4;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;124.5;156.7;187.0;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.0
45926;MTL-Ott;121.4;Alexandria - VIA;37.51;-;Private;F;Private Road Authority #1;Passive;14;2;1;N;127.1;160.0;190.9;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.0
197;MTL-Ott;87.16;Alexandria - VIA;15.52;Pitt St - Cnty 23;Public;F;Stormont Dundas&Glengarry (Ontario);Active - FLBG;14;460;2;N;127.3;160.2;191.1;≤153;154-177;178-201;standard (municipal, ≤2 voies, non urbain);1.0
200739;MTL-QC;266.46;Bridge;12.98;Passage Pieton/Velo;Public;F;Québec (QC);Active - FLBG;13;25;2;Y;265.6;334.5;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);1.0
142592;MTL-QC;36.3;St-Hyacinthe;46.5;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.0
140658;MTL-QC;175.01;Drummondville;50.8;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;124.5;156.7;187.0;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.0
140715;MTL-QC;121.71;Drummondville;84.12;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;128.1;161.3;192.4;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.0
45794;MTL-TO;415.04;Kingston - CN;257.3;-;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;250.4;315.3;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.0
7918;MTL-TO;59.01;Kingston - CN;35.74;Rte Riviere Delisle;Public;F;Coteau-du-Lac (QC);Active - FLBG;54;1000;2;N;163.5;205.8;245.5;154-177;>201;>201;standard (municipal, ≤2 voies, non urbain);1.0
140672;MTL-QC;147.97;Drummondville;68.3;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;238.6;300.4;358.4;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.0
45913;MTL-Ott;103.22;Alexandria - VIA;25.18;Farm Field To Field;Private;F;Private Road Authority #1;Active - FLB;14;2;1;N;93.1;117.2;139.8;≤153;≤153;≤153;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.0
45744;MTL-TO;327.93;Kingston - CN;202.53;Farm Crossing;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;266.4;335.4;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.0
140648;MTL-QC;175.01;Drummondville;41.7;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;124.5;156.7;187.0;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.0
4841;MTL-QC;110.88;Drummondville;91.77;Chemin Du 7E Rang;Public;F;MTQ.;Active - FLBG;27;1680;2;N;127.5;160.6;191.5;≤153;154-177;178-201;complexe (urbain / multi-voies / autorité provinciale);1.0
140762;MTL-QC;66.89;Drummondville;118.12;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;133.9;168.6;201.1;≤153;154-177;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.0
45888;MTL-Ott;87.16;Alexandria - VIA;16.99;-;Private;F;Private Road Authority #1;Passive;14;2;1;N;127.3;160.2;191.1;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.0
52283;MTL-Ott;75.71;Alexandria - VIA;9.94;Farm Crossing;Private;F;Private Road Authority #1;Passive;14;-;-;N;251.0;316.1;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.1
140751;MTL-QC;80.87;Drummondville;108.25;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.6;251.4;299.8;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.1
52484;MTL-Ott;63.8;Alexandria - VIA;1.53;Farm;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.3;250.9;299.3;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.1
142580;MTL-QC;36.3;St-Hyacinthe;44.88;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.1
45703;MTL-TO;245.26;Kingston - CN;151.02;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;160.3;201.8;240.8;154-177;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.1
45784;MTL-TO;388.28;Kingston - CN;242.84;Farm;Private;F;Private Road Authority #1;Passive;40;2;1;N;193.6;243.7;290.7;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.1
300242;MTL-TO;220.67;Kingston - CN;135.84;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;250.7;315.6;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.1
50981;MTL-QC;147.97;Drummondville;68.6;Privé;Private;F;Private Road Authority #1;Passive;27;10;2;N;238.6;300.4;358.4;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.1
45899;MTL-Ott;87.16;Alexandria - VIA;19.85;-;Private;F;Private Road Authority #1;Passive;14;2;1;N;127.3;160.2;191.1;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.1
140724;MTL-QC;116.22;Drummondville;88.5;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;128.0;161.2;192.2;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.1
140745;MTL-QC;80.87;Drummondville;106.7;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.6;251.4;299.8;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.1
51757;Ott-TO;264.76;Kingston - CN;222.72;Farm Xng;Private;F;Private Road Authority #1;Passive;40;-;2;N;250.1;314.9;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.1
45904;MTL-Ott;87.16;Alexandria - VIA;21.3;-;Private;F;Private Road Authority #1;Passive;14;2;1;N;127.3;160.2;191.1;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.1
45787;Ott-TO;294.1;Kingston - CN;243.79;Farm;Private;F;Private Road Authority #1;Passive;40;2;1;N;199.8;251.6;300.1;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.1
4854;MTL-QC;80.87;Drummondville;107.61;Chemin Duncan;Public;F;Saint-Germain (QC);Active - FLBG;27;1000;2;N;199.6;251.4;299.8;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);1.2
45955;MTL-Ott;160.68;Alexandria - VIA;69.38;-;Private;F;Private Road Authority #1;Passive;14;2;1;N;306.1;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.2
13971;MTL-QC;7.07;St-Hyacinthe;69.51;Rue St-Georges;Public;F;Longueuil (QC);Active - FLBG;55;6020;2;Y;219.1;275.9;329.1;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);1.2
52503;MTL-Ott;63.8;Alexandria - VIA;5.75;Farm;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.3;250.9;299.3;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.2
7931;MTL-TO;87.96;Kingston - CN;56.65;Fraser Rd;Public;F;South Glengarry (ON);Active - FLBG;40;710;2;N;238.6;300.5;358.4;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);1.2
45882;MTL-Ott;87.16;Alexandria - VIA;15.3;-;Private;F;Private Road Authority #1;Passive;14;10;1;N;127.3;160.2;191.1;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.2
14527;Ott-TO;48.97;Smiths Falls;30.21;Rosedale Rd;Public;F;Montague (ON);Active - FLBG;12;200;2;N;200.5;252.4;301.1;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);1.2
14522;Ott-TO;43.55;Smiths Falls;21.24;Dwyer Hill Rd;Public;F;Ottawa (ON);Active - FLBG;12;550;2;N;199.9;251.7;300.2;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);1.2
45799;Ott-TO;360.52;Kingston - CN;281.21;Farm Crossing;Private;F;Private Road Authority #1;Passive;40;2;1;N;253.9;319.7;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.2
140749;MTL-QC;80.87;Drummondville;107.18;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.6;251.4;299.8;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.2
140693;MTL-QC;132.42;Drummondville;76.25;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;202.2;254.6;303.7;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.2
300164;MTL-TO;212.2;Kingston - CN;130.35;-;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;166.8;210.0;250.5;154-177;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.2
140753;MTL-QC;80.87;Drummondville;108.7;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.6;251.4;299.8;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.2
4817;MTL-QC;149.93;Drummondville;66.8;Rue Principale;Public;F;MTQ.;Active - FLBG;27;1462;2;Y;101.5;127.8;152.5;≤153;≤153;≤153;complexe (urbain / multi-voies / autorité provinciale);1.2
4861;MTL-QC;69.45;Drummondville;117.22;Rang Ste-Charlotte;Public;F;MTQ.;Active - FLBG;27;5900;2;N;239.6;301.7;359.8;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);1.2
45931;MTL-Ott;121.4;Alexandria - VIA;38.57;-;Private;F;Private Road Authority #1;Passive;14;2;1;N;127.1;160.0;190.9;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.2
8330;MTL-TO;516.0;Kingston - GO;320.41;Morningside Dr;Public;P;Toronto (ON);Active - FLBG;103;5000;4;Y;307.0;360.0;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);1.2
45751;MTL-TO;335.83;Kingston - CN;208.09;Farm Crossing;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;211.6;266.5;317.9;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.3
50847;MTL-Ott;75.71;Alexandria - VIA;9.75;Farm Crossing;Private;F;Sainte-Justine-de-Newton (QC);Other;14;2;1;N;251.0;316.1;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.3
140678;MTL-QC;140.14;Drummondville;70.45;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;239.8;302.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.3
8180;Ott-TO;330.51;Kingston - CN;263.45;D'Arcy St;Public;F;Cobourg (ON);Active - FLBG;40;5000;2;Y;158.5;199.6;238.1;154-177;178-201;>201;complexe (urbain / multi-voies / autorité provinciale);1.3
7920;MTL-TO;61.75;Kingston - CN;37.54;Rue Sauve;Public;F;MTQ.;Active - FLBG;54;4000;2;Y;267.4;336.7;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);1.3
777228;Ott-TO;336.66;Kingston - CN;266.26;Private Drive;Private;F;Private Road Authority #1;Passive;-;-;1;N;197.1;248.2;296.0;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.3
45893;MTL-Ott;87.16;Alexandria - VIA;18.68;-;Private;F;Private Road Authority #1;Passive;14;2;1;N;127.3;160.2;191.1;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);1.3
